Bonner, Jo#AL#1#REP#2010#1
Richmond, Cedric#LA#2#DEM#2010#0.468257528
"""Cao,""""Joseph"""#LA#2#REP#2010#0.495379923
Marquize, Anthony#LA#2#OTHER#2010#0
"""Radosta,""""Jack"""#LA#2#OTHER#2010#0
"""Landry,""""Jeff"""#LA#3#REP#2010#0
Sangisetty, Ravi#LA#3#DEM#2010#1
Fleming, John#LA#4#REP#2010#0.480717712
Melville, David#LA#4#DEM#2010#0.476936871
Cash, Artis#LA#4#NON#2010#0.035053796
Alexander, Rodney#LA#5#REP#2010#1
"""Gibbs,""""Tom,"""" Jr."""#LA#5#NON#2010#0
"""Cassidy, William """"Bill"""#LA#6#REP#2010#0.481191744
McDonald, Merritt E., Sr.#LA#6#DEM#2010#0.402943511
Boustany, Charles W., Jr.#LA#7#REP#2010#0.618839046
Pingree, Chellie#ME#1#DEM#2010#0.548989612
Scontras, Dean Peter#ME#1#REP#2010#0.451010388
Horton, Walter#ME#1#WRI#2010#0
Lowberg, Alan#ME#1#WRI#2010#0
Michaud, Michael H.#ME#2#DEM#2010#0.674353732
Levesque, Jason J.#ME#2#REP#2010#0.325646268
Harris, Andy#MD#1#REP#2010#0.483722105
Kratovil, Frank M., Jr.#MD#1#DEM#2010#0.491641006
Davis, Richard James#MD#1#LIB#2010#0.024636888
Wilson, Jack N.#MD#1#WRI#2010#0
Kennedy, Michael#MD#1#WRI#2010#0
Ruppersberger, C.A. Dutch#MD#2#DEM#2010#0.719681073
Cardarelli, Marcelo#MD#2#REP#2010#0.248476941
Gaztanaga, Lorenzo#MD#2#LIB#2010#0.031841986
Sarbanes, John#MD#3#DEM#2010#0.698400998
Wilhelm, Jim#MD#3#REP#2010#0.301599002
McKinley, Jerry#MD#3#LIB#2010#0
Lareau, Alain#MD#3#OTHER#2010#0
Edwards, Donna#MD#4#DEM#2010#0.859544551
Broadus, Robert#MD#4#REP#2010#0.128710404
Hoyer, Steny H.#MD#5#DEM#2010#0.737274697
Lollar, Charles#MD#5#REP#2010#0.239987337
Shickle, H. Gavin#MD#5#LIB#2010#0.022737966
Bartlett, Roscoe G.#MD#6#REP#2010#0.578225462
Duck, Andrew#MD#6#DEM#2010#0.388278976
Massey, Dan#MD#6#LIB#2010#0.033495562
Reed, Michael#MD#6#OTHER#2010#0
Cummings, Elijah#MD#7#DEM#2010#0.795696404
Mirabile, Frank, Jr.#MD#7#REP#2010#0.185984092
Bly, Ray#MD#7#OTHER#2010#7.35E-05
Spencer, Scott#MD#7#LIB#2010#0.018246017
Dickson, Fred Donald, Jr.#MD#7#WRI#2010#0
Van Hollen, Chris#MD#8#DEM#2010#0.751528474
Philips, Michael Lee#MD#8#REP#2010#0.217048254
Grannis, Mark#MD#8#LIB#2010#0.008380848
Nordhorn, Fred#MD#8#OTHER#2010#0.000706588
Olver, John W.#MA#1#DEM#2010#0.729286625
Gunn, William L., Jr#MA#1#REP#2010#0.270713375
Engel, Michael#MA#1#IND#2010#0
Neal, Richard E.#MA#2#DEM#2010#1
Wesley, Thomas A.#MA#2#REP#2010#0
McGovern, James P.#MA#3#DEM#2010#1
Lamb, Martin A.#MA#3#REP#2010#0
Barron, Patrick J.#MA#3#IND#2010#0
Frank, Barney#MA#4#DEM#2010#0.680285876
Bielat, Sean DM#MA#4#REP#2010#0.253210745
Allen, Susan F.#MA#4#IND#2010#0.066503379
Jordan, Donald M.#MA#4#OTHER#2010#0
Tsongas, Nicola S.#MA#5#DEM#2010#1
Golnik, Jonathan A.#MA#5#REP#2010#0
Brown, Dale E.#MA#5#OTHER#2010#0
Clark, Robert M.#MA#5#OTHER#2010#0
Tierney, John F.#MA#6#DEM#2010#0.704588848
Hudak, Bill#MA#6#REP#2010#0.295411152
Markey, Edward J.#MA#7#DEM#2010#0.757465695
Dembrowski, Gerry#MA#7#REP#2010#0.242534305
Capuano, Michael E.#MA#8#DEM#2010#1
Lynch, Stephen F.#MA#9#DEM#2010#1
Harrison, Vernon M.#MA#9#REP#2010#0
Dunkelbarger, Philip#MA#9#IND#2010#0
Keating, William R.#MA#10#DEM#2010#1
Perry, Jeffrey Davis#MA#10#REP#2010#0
Lewis, Maryanne#MA#10#IND#2010#0
Sheets, James A.#MA#10#IND#2010#0
Van Nes, Joe#MA#10#OTHER#2010#0
Benishek, Dan#MI#1#REP#2010#0.327419807
McDowell, Gary#MI#1#DEM#2010#0.650373967
Wilson, Glenn A.#MI#1#NON#2010#0
Lambert, Patrick#MI#1#OTHER#2010#0.006338533
Shelton, Keith#MI#1#LIB#2010#0.007726424
Boal, Ellis#MI#1#GRE#2010#0.008141266
Huizenga, Bill#MI#2#REP#2010#0.623636432
Johnson, Fred#MI#2#DEM#2010#0.348100399
Graeser, Ronald E.#MI#2#OTHER#2010#0.012233877
Clarke, Lloyd#MI#2#GRE#2010#0
Gillotte, Joseph#MI#2#LIB#2010#0.016008902
Amash, Justin#MI#3#REP#2010#0.611058474
Miles, Pat#MI#3#DEM#2010#0.353687057
Rogers, James#MI#3#LIB#2010#0.035254469
Gerrard, Ted#MI#3#OTHER#2010#0
Shick, Charlie#MI#3#GRE#2010#0
Camp, Dave#MI#4#REP#2010#0.619409638
Campbell, Jerry M.#MI#4#DEM#2010#0.356815783
Emerick, John#MI#4#OTHER#2010#0.012296673
Foster, Clint#MI#4#LIB#2010#0.011477905
Kildee, Dale#MI#5#DEM#2010#0.703598218
Kupiec, John#MI#5#REP#2010#0.269642716
de Hues, Matthew J.#MI#5#GRE#2010#0.013143247
Moon, Michael J.#MI#5#LIB#2010#0.01361582
Upton, Fred#MI#6#REP#2010#0.58864181
Cooney, Don#MI#6#DEM#2010#0.3856047
Valkner, Melvin D.#MI#6#OTHER#2010#0
Strand, Fred#MI#6#LIB#2010#0.014766335
Foster, Pat#MI#6#GRE#2010#0.010987155
Walberg, Tim#MI#7#REP#2010#0.464745599
Schauer, Mark#MI#7#DEM#2010#0.487805862
Aughney, Scott Eugene#MI#7#OTHER#2010#0.000276152
Merle, Greg#MI#7#LIB#2010#0.017608584
Wunsch, Richard#MI#7#GRE#2010#0.029563804
Davis, Danny#MI#7#WRI#2010#0
Rogers, Mike#MI#8#REP#2010#0.565276668
Harvey, Eric#MI#8#OTHER#2010#0.009676251
Enderle, Lance#MI#8#OTHER#2010#0.009676251
Dashairya, Bhagwan#MI#8#LIB#2010#0.012093239
Houston, Katherine#MI#8#WRI#2010#0
Peters, Gary#MI#9#DEM#2010#0.520824632
Raczkowski, Rocky#MI#9#REP#2010#0.426280603
Goodman, Adam#MI#9#LIB#2010#0.013902029
Campbell, Douglas#MI#9#GRE#2010#0.013458801
Gray, Bob#MI#9#NON#2010#0.025533934
Kuofie, Matthew#MI#9#NON#2010#0.025533934
Miller, Candice S.#MI#10#REP#2010#0.663029375
Yanez, Henry#MI#10#DEM#2010#0.311717678
Beavers, Claude#MI#10#LIB#2010#0.013325547
Caveny, Candace R.#MI#10#GRE#2010#0.0119274
McCotter, Thaddeus G.#MI#11#REP#2010#0.514108499
Mosher, Natalie#MI#11#DEM#2010#0.45374614
Tatar, John J.#MI#11#LIB#2010#0.017385032
Levin, Sander#MI#12#DEM#2010#0.720660554
Volaric, Don#MI#12#REP#2010#0.238727173
Williams, Julia#MI#12#GRE#2010#0.01230054
Schwartz, Leonard#MI#12#LIB#2010#0.015262019
Townsend, Les#MI#12#OTHER#2010#0.013049714
Jacquemotte, Alan#MI#12#OTHER#2010#0.013049714
Clarke, Hansen#MI#13#DEM#2010#0.741322226
Hauler, John#MI#13#REP#2010#0.190764954
Corsetti, George#MI#13#GRE#2010#0.042399589
Montgomery, Duane#MI#13#NON#2010#0
Peterson, Heidi#MI#13#LIB#2010#0.02551323
Casha, James#MI#13#WRI#2010#0
Conyers, John, Jr.#MI#14#DEM#2010#0.923974403
Ukrainec, Don#MI#14#REP#2010#0
Sosnowski, Marc J.#MI#14#OTHER#2010#0
Secula, Richard J.#MI#14#LIB#2010#0.043521988
Dingell, John D.#MI#15#DEM#2010#0.707031453
Steele, Rob#MI#15#REP#2010#0.249527952
Smith, Aimee#MI#15#GRE#2010#0.021602858
Morgan, Kerry Lee#MI#15#LIB#2010#0.012207658
Furman, Matthew#MI#15#OTHER#2010#0.009630079
Czako, Louis#MI#15#WRI#2010#0
Walz, Tim#MN#1#OTHER#2010#0.670431483
Demmer, Randy#MN#1#REP#2010#0.329568516
Wilson, Steven#MN#1#OTHER#2010#0.670431483
Johnson, Lars#MN#1#OTHER#2010#0.670431483
Kline, John#MN#2#REP#2010#0.573740648
Madore, Shelley#MN#2#OTHER#2010#0.426150278
Paulsen, Erik#MN#3#REP#2010#0.485307759
Meffert, Jim#MN#3#OTHER#2010#0.514667831
Oleson, Jon#MN#3#OTHER#2010#0.514667831
McCollum, Betty#MN#4#OTHER#2010#0.686117562
Collett, Teresa#MN#4#REP#2010#0.313879265
Shepard, Jack#MN#4#OTHER#2010#0.686117562
Carlson, Steve#MN#4#OTHER#2010#0.686117562
Garlan, Amber#MN#4#WRI#2010#3.17E-06
Ellison, Keith#MN#5#OTHER#2010#0.779519052
Demos, Joel#MN#5#REP#2010#0.220480948
Torgerson, Lynne#MN#5#IND#2010#0
Schrunk, Tom#MN#5#OTHER#2010#0.779519052
Cavlan, Michael James#MN#5#OTHER#2010#0.779519052
Bachmann, Michele#MN#6#REP#2010#0.464587672
Clark, Tarryl#MN#6#OTHER#2010#0.535412355
Anderson, Bob#MN#6#OTHER#2010#0.535412355
Immelman, Aubrey#MN#6#IND#2010#0
Ferche, Dennis S.#MN#6#WRI#2010#0
Peterson, Collin C.#MN#7#OTHER#2010#0.722952181
Byberg, Lee#MN#7#REP#2010#0.277047819
Waldorf, Gene#MN#7#IND#2010#0
Menze, Glen R.#MN#7#OTHER#2010#0.722952181
Cravaack, Chip#MN#8#REP#2010#0.322036322
Oberstar, James L.#MN#8#OTHER#2010#0.677963678
Olson, Timothy#MN#8#OTHER#2010#0.677963678
Burton, Richard (George)#MN#8#OTHER#2010#0.677963678
Nunnelee, Alan#MS#1#REP#2010#0.438848352
Childers, Travis W.#MS#1#DEM#2010#0.544712923
Pang, Wally#MS#1#IND#2010#0.010943528
Green, Les#MS#1#IND#2010#0.010943528
Baddley, A.G.#MS#1#IND#2010#0.010943528
Giaramita, Gail#MS#1#OTHER#2010#0
Hoskins, Rick 'Rico'#MS#1#IND#2010#0.010943528
Taylor, Harold M.#MS#1#LIB#2010#0
Washer, Barbara Dale#MS#1#OTHER#2010#0
Thompson, Bennie G#MS#2#DEM#2010#0.690502449
Marcy, Bill#MS#2#REP#2010#0.309497551
Norwood, Ashley#MS#2#OTHER#2010#0
Harper, Gregg#MS#3#REP#2010#0.625375144
Gill, Joel L.#MS#3#DEM#2010#0.374624856
Hill, Tracella Lou O'Hara#MS#3#OTHER#2010#0
Palazzo, Steven#MS#4#REP#2010#0.25463739
Taylor, Gene#MS#4#DEM#2010#0.74536261
Hampton, Kenneth 'Tim'#MS#4#LIB#2010#0
Revies, Anna Jewel#MS#4#OTHER#2010#0
Clay, Lacy#MO#1#DEM#2010#0.868585956
Hamlin, Robyn#MO#1#REP#2010#0
Stone, Julie#MO#1#LIB#2010#0.131414044
Akin, Todd#MO#2#REP#2010#0.622758922
Lieber, Arthur#MO#2#DEM#2010#0.35408964
Mosbacher, Steve#MO#2#LIB#2010#0.02313267
Cannon, Patrick M.#MO#2#WRI#2010#1.88E-05
Carnahan, Russ#MO#3#DEM#2010#0.663681569
Martin, Ed#MO#3#REP#2010#0.304057088
Hedrick, Steven R.#MO#3#LIB#2010#0.018087593
Ivanovich, Nicholas J. (Nick)#MO#3#OTHER#2010#0.01417375
Wallner, Brian#MO#3#WRI#2010#0
Hartzler, Vicky#MO#4#REP#2010#0.340894037
Skelton, Ike#MO#4#DEM#2010#0.659105963
Braun, Jason Michael#MO#4#LIB#2010#0
Cowan, Greg#MO#4#OTHER#2010#0
Cleaver, Emanuel, II#MO#5#DEM#2010#0.643731541
Turk, Jacob#MO#5#REP#2010#0.356268459
Langkraehr, Randall D. (Randy)#MO#5#LIB#2010#0
Lay, Dave#MO#5#OTHER#2010#0
Graves, Sam#MO#6#REP#2010#0.594274552
Hylton, Clint#MO#6#DEM#2010#0.368595006
Yarber, Kyle#MO#6#WRI#2010#0
Long, Billy#MO#7#REP#2010#0.677623356
Eckersley, Scott#MO#7#DEM#2010#0.281579892
Craig, Kevin#MO#7#LIB#2010#0.021567887
Ladendorf, Nicholas Ivan#MO#7#WRI#2010#0.000151603
Emerson, Jo Ann#MO#8#REP#2010#0.714360662
Sowers, Tommy#MO#8#DEM#2010#0.26156356
Bill, Larry#MO#8#IND#2010#0
Vandeven, Rick#MO#8#LIB#2010#0.015965475
Luetkemeyer, Blaine#MO#9#REP#2010#0.499948773
Dwyer, Christopher W.#MO#9#LIB#2010#0.025172697
Reed, Clifford Jeffery (Jeff)#MO#9#WRI#2010#0
Burrus, Ron#MO#9#WRI#2010#0
Rehberg, Denny#MT#0#REP#2010#0.641443127
McDonald, Dennis#MT#0#DEM#2010#0.324246205
Fellows, Mike#MT#0#LIB#2010#0.034310667
Fortenberry, Jeff#NE#1#REP#2010#0.703610836
Harper, Ivy#NE#1#DEM#2010#0.296389164
Terry, Lee#NE#2#REP#2010#0.519265674
White, Tom#NE#2#DEM#2010#0.480734326
Smith, Adrian#NE#3#REP#2010#0.768740239
Davis, Rebekah#NE#3#DEM#2010#0.231259761
Hill, Dan#NE#3#OTHER#2010#0
Berkley, Shelley#NV#1#DEM#2010#0.676474957
Wegner, Kenneth A.#NV#1#REP#2010#0.283227475
Hansen, Jonathan J.#NV#1#OTHER#2010#0.020517906
Klapproth, Ed#NV#1#LIB#2010#0.019779663
Heller, Dean#NV#2#REP#2010#0.518241685
Price, Nancy#NV#2#DEM#2010#0.414384559
Best, Russell#NV#2#OTHER#2010#0.033925103
Heck, Joe#NV#3#REP#2010#0.422912879
Titus, Dina#NV#3#DEM#2010#0.474289047
Michaels, Barry#NV#3#IND#2010#0.042657199
Silvestri, Joseph P.#NV#3#LIB#2010#0.029055607
Narter, Scott David#NV#3#OTHER#2010#0.019830652
Guinta, Frank C.#NH#1#REP#2010#0.458640021
Shea-Porter, Carol#NH#1#DEM#2010#0.517597463
Hodson, Philip#NH#1#LIB#2010#0.023762516
Bass, Charles#NH#2#REP#2010#0.414241403
Kuster, Ann McLane#NH#2#DEM#2010#0.564417472
vanBlommesteyn, Tim#NH#2#IND#2010#0
Wilson, Howard L.#NH#2#LIB#2010#0.021341125
Andrews, Robert E.#NJ#1#DEM#2010#0.723997657
Glading, Dale#NJ#1#REP#2010#0.259509674
Heacock, Mark#NJ#1#GRE#2010#0.006757681
Chapman, Margaret M.#NJ#1#OTHER#2010#0.009734988
Petrutz, Nicky I.#NJ#1#OTHER#2010#0.009734988
LoBiondo, Frank A.#NJ#2#REP#2010#0.59056926
Stein, Gary#NJ#2#DEM#2010#0.390858028
Boyce, Peter F.#NJ#2#OTHER#2010#0.0123642
Valdes-Munoz, Vitov#NJ#2#OTHER#2010#0.0123642
Lovett, Mark#NJ#2#OTHER#2010#0.0123642
Runyan, Jon#NJ#3#REP#2010#0.479237087
Adler, John A.#NJ#3#DEM#2010#0.520762913
DeStefano, Peter#NJ#3#OTHER#2010#0
Conger, Russ#NJ#3#LIB#2010#0
Donahue, Lawrence J.#NJ#3#OTHER#2010#0
Smith, Christopher H.#NJ#4#REP#2010#0.66211495
Kleinhendler, Howard#NJ#4#DEM#2010#0.32632743
Siano, Joe#NJ#4#LIB#2010#0
Welzer, Steven#NJ#4#GRE#2010#0.01155762
Meiswinkle, David R.#NJ#4#OTHER#2010#0
Garrett, Scott#NJ#5#REP#2010#0.558734915
Theise, Tod#NJ#5#DEM#2010#0.42404541
Fanning, Ed#NJ#5#GRE#2010#0.017219675
Quick, Mark D.#NJ#5#OTHER#2010#0
Radigan, James Douglas#NJ#5#OTHER#2010#0
Pallone, Frank, Jr.#NJ#6#DEM#2010#0.669491629
Little, Anna C.#NJ#6#REP#2010#0.316100654
Freudenheim, Jack#NJ#6#IND#2010#0
Zaletal, Karen Anne#NJ#6#OTHER#2010#0.014407717
Lance, Leonard#NJ#7#REP#2010#0.502188561
Potosnak, Ed#NJ#7#DEM#2010#0.422213052
Pascrell, Bill, Jr.#NJ#8#DEM#2010#0.711111409
Straten, Roland#NJ#8#REP#2010#0.281745288
Giangrasso, Raymond#NJ#8#IND#2010#0
Rothman, Steven R.#NJ#9#DEM#2010#0.67526632
Agosta, Michael A.#NJ#9#REP#2010#0.310440628
Alessandrini, Patricia#NJ#9#GRE#2010#0
Payne, Donald M.#NJ#10#DEM#2010#0.989242868
Alonso, Michael J.#NJ#10#REP#2010#0
Toussaint, Robert Louis#NJ#10#OTHER#2010#0.010757132
Miller, Joanne#NJ#10#OTHER#2010#0.010757132
Frelinghuysen, Rodney P.#NJ#11#REP#2010#0.618442158
Herbert, Douglas#NJ#11#DEM#2010#0.370062465
Gawron, Jim#NJ#11#LIB#2010#0
Holt, Rush#NJ#12#DEM#2010#0.631184554
Sipprelle, Scott#NJ#12#REP#2010#0.353170388
Cody, Kenneth J.#NJ#12#OTHER#2010#0.015645057
Sires, Albio#NJ#13#DEM#2010#0.753550794
Dwyer, Henrietta#NJ#13#REP#2010#0.217429407
Zanowic, Anthony#NJ#13#OTHER#2010#0.0290198
Nacer, Maximo Gomez#NJ#13#OTHER#2010#0.0290198
Heinrich, Martin T.#NM#1#DEM#2010#0.556544471
Barela, Jonathan L.#NM#1#REP#2010#0.443455529
Pearce, Steve#NM#2#REP#2010#0.440419431
Teague, Harry#NM#2#DEM#2010#0.559580569
Lujan, Ben R.#NM#3#DEM#2010#0.56741411
Mullins, Thomas E.#NM#3#REP#2010#0.304716138
Bishop, Timothy H.#NY#1#OTHER#2010#1
Altschuler, Randolph#NY#1#OTHER#2010#1
Israel, Steve J.#NY#2#OTHER#2010#1
Gomez, John B.#NY#2#OTHER#2010#1
Tolda, Anthony#NY#2#OTHER#2010#1
King, Peter T.#NY#3#OTHER#2010#1
Kudler, Howard A.#NY#3#DEM#2010#0
McCarthy, Carolyn#NY#4#OTHER#2010#1
Becker, Francis X., Jr.#NY#4#OTHER#2010#1
Ackerman, Gary L.#NY#5#OTHER#2010#0.728927462
Milano, James#NY#5#OTHER#2010#0.728927462
Berney, Elizabeth#NY#5#OTHER#2010#0.728927462
Meeks, Gregory W.#NY#6#DEM#2010#1
Taub, Asher E.#NY#6#OTHER#2010#0
Crowley, Joseph#NY#7#OTHER#2010#1
Reynolds, Kenneth A.#NY#7#OTHER#2010#1
Gronowicz, Anthony#NY#7#GRE#2010#0
Nadler, Jerrold L.#NY#8#OTHER#2010#1
Kone, Susan L.#NY#8#OTHER#2010#1
Weiner, Anthony D.#NY#9#OTHER#2010#1
Turner, Robert L.#NY#9#OTHER#2010#1
Towns, Edolphus#NY#10#DEM#2010#0.94190884
Muniz, Diana#NY#10#REP#2010#0
Johnson, Ernest#NY#10#OTHER#2010#0.05809116
Clarke, Yvette D.#NY#11#OTHER#2010#0.935924456
Carr, Hugh C.#NY#11#OTHER#2010#0.935924456
Velazquez, Nydia M.#NY#12#OTHER#2010#1
Gaffney, Alice#NY#12#OTHER#2010#1
Grimm, Michael G.#NY#13#OTHER#2010#0.666814296
McMahon, Michael E.#NY#13#OTHER#2010#0.666814296
Vendittelli, Tom#NY#13#LIB#2010#0
Maloney, Carolyn B.#NY#14#OTHER#2010#0.799182669
Brumberg, David Ryan#NY#14#REP#2010#0.189220309
Healy, Timothy J.#NY#14#OTHER#2010#0.799182669
LaVerghetta, Dino L.#NY#14#OTHER#2010#0.799182669
Rangel, Charles B.#NY#15#OTHER#2010#0.921097666
Faulkner, Michel J.#NY#15#OTHER#2010#0.921097666
Schley, Craig#NY#15#OTHER#2010#0.921097666
Calero, Roger#NY#15#OTHER#2010#0.921097666
Serrano, Jose E.#NY#16#OTHER#2010#1
Della Valle, Frank#NY#16#OTHER#2010#1
Engel, Eliot L.#NY#17#OTHER#2010#1
Mele, Anthony#NY#17#REP#2010#0
Kleinhandler, York J.#NY#17#OTHER#2010#1
Lowey, Nita M.#NY#18#OTHER#2010#1
Russell, Jim#NY#18#OTHER#2010#1
Hayworth, Nan#NY#19#OTHER#2010#1
Hall, John J.#NY#19#OTHER#2010#1
Gibson, Christopher P.#NY#20#OTHER#2010#1
Murphy, Scott#NY#20#OTHER#2010#1
Tonko, Paul D.#NY#21#OTHER#2010#1
Danz, Theodore J., Jr.#NY#21#OTHER#2010#1
Hinchey, Maurice D.#NY#22#OTHER#2010#1
Phillips, George K.#NY#22#OTHER#2010#1
Owens, William L.#NY#23#OTHER#2010#1
Doheny, Matthew A.#NY#23#OTHER#2010#1
Hoffman, Douglas L.#NY#23#OTHER#2010#1
Hanna, Richard L.#NY#24#OTHER#2010#1
Arcuri, Michael A.#NY#24#OTHER#2010#1
Buerkle, Ann Marie#NY#25#OTHER#2010#0.999999999
Maffei, Daniel B.#NY#25#OTHER#2010#0.999999999
Lee, Christopher J.#NY#26#OTHER#2010#0.594508113
Fedele, Philip A.#NY#26#DEM#2010#0.405491888
Higgins, Brian#NY#27#OTHER#2010#1
Roberto, Leonard A.#NY#27#OTHER#2010#1
Slaughter, Louise M.#NY#28#OTHER#2010#1
Rowland, Jill A.#NY#28#OTHER#2010#1
Reed, Thomas W., II#NY#29#OTHER#2010#1
Zeller, Matthew C.#NY#29#OTHER#2010#1
Butterfield, G. K.#NC#1#DEM#2010#0.702826766
Woolard, Ashley#NC#1#REP#2010#0.297173234
Ellmers, Renee#NC#2#REP#2010#0.312713199
Etheridge, Bob#NC#2#DEM#2010#0.669269175
Rose, Tom#NC#2#LIB#2010#0.018017626
Jones, Walter B.#NC#3#REP#2010#0.658996896
Rouse, Johnny G.#NC#3#DEM#2010#0.341003104
Holloman, Darryl#NC#3#LIB#2010#0
Price, David#NC#4#DEM#2010#0.633195774
Lawson, William (B.J.)#NC#4#REP#2010#0.366804226
Foxx, Virginia#NC#5#REP#2010#0.583684843
Kennedy, Billy#NC#5#DEM#2010#0.416315157
Coble, Howard#NC#6#REP#2010#0.669972809
Turner, Sam#NC#6#DEM#2010#0.330027191
McIntyre, Mike#NC#7#DEM#2010#0.688443528
Pantano, Ilario Gregory#NC#7#REP#2010#0.311556472
Kissell, Larry#NC#8#DEM#2010#0.553821273
Johnson, Harold#NC#8#REP#2010#0.446178727
Hill, Thomas#NC#8#LIB#2010#0
Graves, Anthony W.#NC#8#WRI#2010#0
Myrick, Sue#NC#9#REP#2010#0.623709193
Doctor, Jeff#NC#9#DEM#2010#0.358926525
McHenry, Patrick#NC#10#REP#2010#0.575509343
Gregory, Jeff#NC#10#DEM#2010#0.424490657
Shuler, Heath#NC#11#DEM#2010#0.619612815
Miller, Jeff#NC#11#REP#2010#0.358324822
Watt, Mel#NC#12#DEM#2010#0.71558587
Dority, Greg#NC#12#REP#2010#0.28441413
Cecil, Lon#NC#12#LIB#2010#0
Miller, Brad#NC#13#DEM#2010#0.659333099
Randall, William (Bill)#NC#13#REP#2010#0.340666901
Berg, Rick#ND#0#REP#2010#0.380258946
Pomeroy, Earl#ND#0#OTHER#2010#0.619741054
Chabot, Steve#OH#1#REP#2010#0.474815215
Driehaus, Steve#OH#1#DEM#2010#0.524671774
Berns, Jim#OH#1#LIB#2010#0
Stevenson, Rich#OH#1#GRE#2010#0
Schmidt, Jean#OH#2#REP#2010#0.448311944
Yalamanchili, Surya#OH#2#DEM#2010#0.374559742
Johnston, Marc#OH#2#LIB#2010#0
Conover, Randy Lee#OH#2#WRI#2010#9.05E-05
Turner, Mike#OH#3#REP#2010#0.633196281
Roberts, Joe#OH#3#DEM#2010#0.366803719
Jordan, Jim#OH#4#REP#2010#0.651678785
Litt, Doug#OH#4#DEM#2010#0.348321215
Kissick, Donald Charles#OH#4#LIB#2010#0
Latta, Bob#OH#5#REP#2010#0.640909939
Finkenbiner, Caleb#OH#5#DEM#2010#0.359090061
Smith, Brian L.#OH#5#LIB#2010#0
Johnson, Bill#OH#6#REP#2010#0.328381195
Wilson, Charlie#OH#6#DEM#2010#0.622832115
Cadle, Richard E.#OH#6#OTHER#2010#0
Elsass, Martin J.#OH#6#LIB#2010#0
Austria, Steve#OH#7#REP#2010#0.582153484
Conner, Bill#OH#7#DEM#2010#0.417846516
Anderson, John D.#OH#7#LIB#2010#0
Easton, David W.#OH#7#OTHER#2010#0
Boehner, John A.#OH#8#REP#2010#0.679036741
Coussoule, Justin A.#OH#8#DEM#2010#0.320963259
Harlow, David A.#OH#8#LIB#2010#0
Condit, James J., Jr.#OH#8#OTHER#2010#0
Kaptur, Marcy#OH#9#DEM#2010#0.743735054
Iott, Rich#OH#9#REP#2010#0.256264946
Kucinich, Dennis J.#OH#10#DEM#2010#0.570206193
Corrigan, Peter J.#OH#10#REP#2010#0.391278022
Goggins, Jeff#OH#10#LIB#2010#0.038515784
Fudge, Marcia L.#OH#11#DEM#2010#0.852229284
Pekarek, Thomas#OH#11#REP#2010#0.14710149
Tiberi, Pat#OH#12#REP#2010#0.547873403
Brooks, Paula#OH#12#DEM#2010#0.422416951
Irvine, Travis M.#OH#12#LIB#2010#0.029709646
Sutton, Betty#OH#13#DEM#2010#0.646979979
Ganley, Tom#OH#13#REP#2010#0.352895727
LaTourette, Steven C.#OH#14#REP#2010#0.583169613
O'Neill, Bill#OH#14#DEM#2010#0.387403972
Jelenic, John M.#OH#14#LIB#2010#0.029426415
Stivers, Steve#OH#15#REP#2010#0.45179339
Kilroy, Mary Jo#OH#15#DEM#2010#0.459402708
Kammerer, William J.#OH#15#LIB#2010#0.046277951
Ryon, David#OH#15#OTHER#2010#0
Buckel, Bill#OH#15#WRI#2010#1.97E-05
Renacci, Jim#OH#16#REP#2010#0.446369094
Boccieri, John A.#OH#16#DEM#2010#0.553630906
Blevins, Jeffrey J.#OH#16#LIB#2010#0
Ross, Robert L.#OH#16#WRI#2010#0
Ryan, Timothy J.#OH#17#DEM#2010#0.781458845
Graham, Jim#OH#17#REP#2010#0.218541155
Traficant, James A., Jr.#OH#17#IND#2010#0
Gibbs, Bob#OH#18#REP#2010#0.401253747
Space, Zack#OH#18#DEM#2010#0.598746253
Sutton, Lindsey Dean#OH#18#OTHER#2010#0
Pitrone, Mark#OH#18#WRI#2010#0
Sullivan, John#OK#1#REP#2010#0.661676257
O'Dell, Angelia#OK#1#IND#2010#0
Boren, Dan#OK#2#DEM#2010#0.704690719
Thompson, Charles#OK#2#REP#2010#0.295309281
Lucas, Frank D.#OK#3#REP#2010#0.697180728
Robbins, Frankie#OK#3#DEM#2010#0.235653032
Cole, Tom#OK#4#REP#2010#0.660163281
Lankford, James#OK#5#REP#2010#0.658915917
Coyle, Billy#OK#5#DEM#2010#0.341084083
White, Dave#OK#5#IND#2010#0
Duffe, Clark#OK#5#IND#2010#0
Wu, David#OR#1#DEM#2010#0.723985031
Cornilles, Rob#OR#1#REP#2010#0
LaMunyon, Don#OR#1#OTHER#2010#0.242516868
Henry, Chris#OR#1#OTHER#2010#0.242516868
Tabor, H. Joe#OR#1#LIB#2010#0.033498101
Walden, Greg#OR#2#REP#2010#0.696391458
Segers, Joyce B.#OR#2#DEM#2010#0.258023398
Blumenauer, Earl#OR#3#DEM#2010#0.746956908
Lopez, Delia#OR#3#REP#2010#0.208787141
Lawrence, Jeff#OR#3#OTHER#2010#0.044255952
Meo, Michael#OR#3#OTHER#2010#0.044255952
DeFazio, Peter A.#OR#4#OTHER#2010#0.169850771
Robinson, Art#OR#4#OTHER#2010#0.169850771
Beilstein, Mike#OR#4#OTHER#2010#0.169850771
Schrader, Kurt#OR#5#DEM#2010#0.544707033
Bruun, Scott#OR#5#OTHER#2010#0.055977536
